CODCNSLDD,CODIGO,SEEKVIV,CODVIV,CICLO
15 9   1000180000000025,109,15 9   1109,000000007414,1
15 9   1000180000000025,112,15 9   1112,000000007415,1
15 20  1000090000000022,35,15 20  135,000000007729,1
15 20  1000090000000022,39,15 20  139,000000007730,1
15 20  1000090000000022,41,15 20  141,000000007731,1
15 20  1000090000000022,42,15 20  142,000000007732,1
15 20  1000090000000022,53,15 20  153,000000007733,1
15 20  1000090000000022,85,15 20  185,000000007734,1
15 20  1000090000000022,87,15 20  187,000000007735,1
15 21  1000090000000035,51,15 21  151,000000007758,1
15 21  1000090000000035,69,15 21  169,000000007759,1
15 21  1000090000000035,73,15 21  173,000000007760,1
15 21  1000090000000035,83,15 21  183,000000007761,1
15 21  1000090000000035,110,15 21  1110,000000007762,1
15 21  1000090000000035,141,15 21  1141,000000007763,1
15 21  1000090000000035,156,15 21  1156,000000007764,1
15 21  1000090000000035,171,15 21  1171,000000007765,1
15 21  1000090000000035,234,15 21  1234,000000007766,1
15 21  1000090000000035,265,15 21  1265,000000007767,1
15 4   1000020000000045,1,15 4   11,000000008022,1
15 4   1000020000000045,6,15 4   16,000000008023,1
15 4   1000020000000045,72,15 4   172,000000008024,1
15 4   1000020000000045,79,15 4   179,000000008025,1
15 4   1000020000000045,98,15 4   198,000000008026,1
15 4   1000020000000045,142,15 4   1142,000000008027,1
15 10  1000180000000031,43,15 10  143,000000008048,1
15 7   1000200000000058,1,15 7   11,000000008068,1
15 7   1000200000000058,4,15 7   14,000000008070,1
15 7   1000200000000058,14,15 7   114,000000008071,1
15 7   1000200000000058,17,15 7   117,000000008072,1
15 7   1000200000000058,24,15 7   124,000000008073,1
15 7   1000200000000058,46,15 7   146,000000008074,1
15 7   1000200000000058,80,15 7   180,000000008075,1
15 7   1000200000000058,81,15 7   181,000000008076,1
15 7   1000200000000058,104,15 7   1104,000000008077,1
15 7   1000200000000058,118,15 7   1118,000000008078,1
15 7   1000200000000058,126,15 7   1126,000000008079,1
15 7   1000200000000058,128,15 7   1128,000000008080,1
15 7   1000200000000058,150,15 7   1150,000000008081,1
15 7   1000200000000058,171,15 7   1171,000000008082,1
15 7   1000200000000058,195,15 7   1195,000000008083,1
15 8   1000020000000054,33,15 8   133,000000008250,1
15 8   1000020000000054,34,15 8   134,000000008251,1
15 8   1000020000000054,61,15 8   161,000000008252,1
15 8   1000020000000054,76,15 8   176,000000008253,1
15 8   1000020000000054,176,15 8   1176,000000008254,1
15 8   1000020000000054,200,15 8   1200,000000008255,1
15 8   1000020000000054,210,15 8   1210,000000008256,1
15 8   1000020000000054,212,15 8   1212,000000008257,1
15 19  1000060000000009,1,15 19  11,000000008309,1
15 19  1000060000000009,2,15 19  12,000000008310,1
15 19  1000060000000009,3,15 19  13,000000008311,1
15 19  1000060000000009,31,15 19  131,000000008312,1
15 3   1000020000000018,69,15 3   169,000000008331,1
15 3   1000020000000018,72,15 3   172,000000008332,1
15 14  1000020000000026,210,15 14  1210,000000008358,1
1121   1000120000000022,32,1121   132,000000008661,1
1121   1000120000000022,58,1121   158,000000008662,1
1121   1000120000000022,84,1121   184,000000008663,1
1123   1000130000000027,49,1123   149,000000008723,1
1123   1000130000000027,50,1123   150,000000008724,1
1123   1000130000000027,67,1123   167,000000008725,1
1123   1000130000000027,86,1123   186,000000008726,1
1123   1000130000000027,88,1123   188,000000008727,1
1125   1000180000000013,149,1125   1149,000000008758,1
1125   1000180000000013,158,1125   1158,000000008759,1
1127   1000180000000023,1,1127   11,000000008898,1
1127   1000180000000023,2,1127   12,000000008899,1
1127   1000180000000023,3,1127   13,000000008900,1
1127   1000180000000023,13,1127   113,000000008901,1
1127   1000180000000023,17,1127   117,000000008902,1
1127   1000180000000023,63,1127   163,000000008903,1
1127   1000180000000023,64,1127   164,000000008904,1
1127   1000180000000023,68,1127   168,000000008905,1
1127   1000180000000023,73,1127   173,000000008906,1
1127   1000180000000023,79,1127   179,000000008907,1
1124   1000090000000027,16,1124   116,000000008949,1
1124   1000090000000027,41,1124   141,000000008950,1
1126   1000070000000011,29,1126   129,000000009064,1
1126   1000070000000011,55,1126   155,000000009065,1
1126   1000070000000011,62,1126   162,000000009066,1
1126   1000070000000011,70,1126   170,000000009067,1
1122   1000120000000006,26,1122   126,000000009083,1
1176   1000120000000051,43,1176   143,000000009158,1
1176   1000120000000051,63,1176   163,000000006591,1
1176   1000120000000051,89,1176   189,000000006597,1
1176   1000120000000051,92,1176   192,000000009159,1
1176   1000120000000051,109,1176   1109,000000009160,1
1176   1000120000000051,202,1176   1202,000000009161,1
1285   1000070000000025,8,1285   18,000000009201,1
1285   1000070000000025,59,1285   159,000000009202,1
1285   1000070000000025,70,1285   170,000000009203,1
1285   1000070000000025,132,1285   1132,000000009204,1
1285   1000070000000025,133,1285   1133,000000009205,1
1283   1000170000000031,16,1283   116,000000009261,1
1283   1000170000000031,25,1283   125,000000004433,1
1283   1000170000000031,188,1283   1188,000000004434,1
15 12  1000180000000021,25,15 12  125,000000009670,1
15 12  1000090000000025,173,15 12  1173,000000009752,1
15 11  1000100000000053,32,15 11  132,000000009843,1
15 11  1000100000000053,41,15 11  141,000000009844,1
15 11  1000100000000053,72,15 11  172,000000009845,1
15 11  1000100000000053,79,15 11  179,000000009846,1
15 11  1000100000000053,85,15 11  185,000000009847,1
15 11  1000180000000054,146,15 11  1146,000000009976,1
15 11  1000180000000054,185,15 11  1185,000000009977,1
15 11  1000180000000054,253,15 11  1253,000000009978,1
15 11  1000180000000054,323,15 11  1323,000000009979,1
15 11  1000070000000055,369,15 11  1369,000000010109,1
15 11  1000070000000055,371,15 11  1371,000000010110,1
15 11  1000070000000055,393,15 11  1393,000000010111,1
15 11  1000070000000055,461,15 11  1461,000000010112,1
15 11  1000080000000056,517,15 11  1517,000000010241,1
15 11  1000080000000056,518,15 11  1518,000000010242,1
15 11  1000080000000056,540,15 11  1540,000000010243,1
15 11  1000080000000056,551,15 11  1551,000000010244,1
15 11  1000080000000056,680,15 11  1680,000000010245,1
11332  1000300000000010,8,11332  18,000000011369,1
11332  1000300000000010,41,11332  141,000000011370,1
11332  1000300000000010,43,11332  143,000000011371,1
11397  1000320000000016,41,11397  141,000000011401,1
11397  1000320000000016,51,11397  151,000000011402,1
11397  1000320000000016,52,11397  152,000000011403,1
11397  1000320000000016,53,11397  153,000000011404,1
11397  1000320000000016,54,11397  154,000000011405,1
11397  1000320000000016,55,11397  155,000000011406,1
11397  1000320000000016,59,11397  159,000000011407,1
11334  1000310000000016,4,11334  14,000000011440,1
11334  1000310000000016,33,11334  133,000000011441,1
11334  1000310000000016,41,11334  141,000000011442,1
11334  1000310000000016,91,11334  191,000000011443,1
11398  1000300000000016,25,11398  125,000000011496,1
11398  1000300000000016,27,11398  127,000000011497,1
11398  1000300000000016,43,11398  143,000000011498,1
113103 1000310000000011,51,113103 151,000000011524,1
113103 1000310000000011,52,113103 152,000000011525,1
113102 1000310000000014,6,113102 16,000000011562,1
113102 1000310000000014,8,113102 18,000000011563,1
113102 1000310000000014,19,113102 119,000000011564,1
113101 1000310000000007,13,113101 113,000000011570,1
113101 1000310000000007,14,113101 114,000000011571,1
113107 1000340000000022,9,113107 19,000000011614,1
113107 1000340000000022,28,113107 128,000000011615,1
113107 1000340000000022,37,113107 137,000000011616,1
113107 1000340000000022,44,113107 144,000000011617,1
113107 1000340000000022,45,113107 145,000000011618,1
113107 1000340000000022,48,113107 148,000000011619,1
11395  1000310000000174,7,11395  17,000000011886,1
11395  1000310000000174,8,11395  18,000000011887,1
11395  1000310000000174,28,11395  128,000000011889,1
11395  1000310000000174,42,11395  142,000000011890,1
11395  1000310000000174,47,11395  147,000000011891,1
11395  1000310000000174,48,11395  148,000000011892,1
11395  1000310000000174,54,11395  154,000000011893,1
11395  1000310000000174,59,11395  159,000000011894,1
11395  1000310000000174,60,11395  160,000000011895,1
11395  1000310000000174,77,11395  177,000000011896,1
11395  1000310000000174,78,11395  178,000000011897,1
11395  1000310000000174,80,11395  180,000000011898,1
11395  1000310000000174,82,11395  182,000000011899,1
11395  1000310000000174,90,11395  190,000000011900,1
11395  1000310000000174,106,11395  1106,000000011901,1
11395  1000310000000174,107,11395  1107,000000011902,1
11395  1000310000000174,111,11395  1111,000000011903,1
11395  1000310000000174,112,11395  1112,000000011904,1
11395  1000310000000174,120,11395  1120,000000011905,1
11395  1000310000000174,131,11395  1131,000000011906,1
11395  1000310000000174,132,11395  1132,000000011907,1
11395  1000310000000174,133,11395  1133,000000011908,1
11395  1000310000000174,138,11395  1138,000000011909,1
11395  1000310000000174,139,11395  1139,000000011910,1
11395  1000310000000174,158,11395  1158,000000011911,1
11395  1000310000000174,160,11395  1160,000000011912,1
11395  1000310000000174,161,11395  1161,000000011913,1
11395  1000310000000174,162,11395  1162,000000011914,1
11395  1000310000000174,164,11395  1164,000000011915,1
11395  1000310000000174,168,11395  1168,000000011916,1
11395  1000310000000174,174,11395  1174,000000011917,1
11395  1000310000000174,175,11395  1175,000000011918,1
11395  1000310000000174,177,11395  1177,000000011919,1
11395  1000310000000174,179,11395  1179,000000011920,1
11395  1000310000000174,180,11395  1180,000000011921,1
11395  1000310000000174,181,11395  1181,000000011922,1
11395  1000310000000174,182,11395  1182,000000011923,1
11395  1000310000000174,183,11395  1183,000000011924,1
11395  1000310000000174,184,11395  1184,000000011925,1
11395  1000310000000174,187,11395  1187,000000011926,1
11395  1000310000000174,189,11395  1189,000000011927,1
11395  1000310000000174,192,11395  1192,000000011928,1
11395  1000310000000174,194,11395  1194,000000011929,1
11395  1000310000000174,196,11395  1196,000000011930,1
11395  1000310000000174,198,11395  1198,000000011931,1
11395  1000310000000174,202,11395  1202,000000011932,1
11395  1000310000000174,204,11395  1204,000000011933,1
11395  1000310000000174,206,11395  1206,000000011934,1
11395  1000310000000174,207,11395  1207,000000011935,1
11395  1000310000000174,216,11395  1216,000000011936,1
11395  1000310000000174,218,11395  1218,000000011937,1
11395  1000310000000174,223,11395  1223,000000011938,1
11395  1000310000000174,224,11395  1224,000000011939,1
11395  1000310000000174,225,11395  1225,000000011940,1
11395  1000310000000174,230,11395  1230,000000011941,1
11395  1000310000000174,234,11395  1234,000000011942,1
11395  1000310000000174,237,11395  1237,000000011943,1
11395  1000310000000174,244,11395  1244,000000011944,1
11395  1000310000000174,245,11395  1245,000000011945,1
11395  1000310000000174,246,11395  1246,000000011946,1
11395  1000310000000174,247,11395  1247,000000011947,1
11395  1000310000000174,250,11395  1250,000000011948,1
11395  1000310000000174,251,11395  1251,000000011949,1
11395  1000310000000174,256,11395  1256,000000011950,1
11395  1000310000000174,257,11395  1257,000000011951,1
11395  1000310000000174,258,11395  1258,000000011952,1
11395  1000310000000174,260,11395  1260,000000011953,1
11395  1000310000000174,261,11395  1261,000000011954,1
11395  1000310000000174,262,11395  1262,000000011955,1
11395  1000310000000174,263,11395  1263,000000011956,1
11395  1000310000000174,266,11395  1266,000000011957,1
11395  1000310000000174,267,11395  1267,000000011958,1
11395  1000310000000174,269,11395  1269,000000011959,1
11395  1000310000000174,274,11395  1274,000000011960,1
11395  1000310000000174,276,11395  1276,000000011961,1
11395  1000310000000174,277,11395  1277,000000011962,1
11395  1000310000000174,285,11395  1285,000000011963,1
11395  1000310000000174,288,11395  1288,000000011964,1
11395  1000320000000175,293,11395  1293,000000011965,1
11395  1000320000000175,294,11395  1294,000000011966,1
11395  1000320000000175,295,11395  1295,000000011967,1
11395  1000320000000175,298,11395  1298,000000011968,1
11395  1000320000000175,299,11395  1299,000000011969,1
11395  1000320000000175,307,11395  1307,000000011970,1
11395  1000320000000175,309,11395  1309,000000011971,1
11395  1000320000000175,312,11395  1312,000000011972,1
11395  1000320000000175,313,11395  1313,000000011973,1
11395  1000320000000175,315,11395  1315,000000011974,1
11395  1000320000000175,316,11395  1316,000000011975,1
11395  1000320000000175,317,11395  1317,000000011976,1
11395  1000320000000175,328,11395  1328,000000011977,1
11395  1000320000000175,329,11395  1329,000000011978,1
11395  1000320000000175,330,11395  1330,000000011979,1
11395  1000320000000175,333,11395  1333,000000011980,1
11395  1000320000000175,334,11395  1334,000000011981,1
11395  1000320000000175,335,11395  1335,000000011982,1
11395  1000320000000175,339,11395  1339,000000011983,1
11395  1000320000000175,343,11395  1343,000000011984,1
11395  1000320000000175,348,11395  1348,000000011985,1
11395  1000320000000175,354,11395  1354,000000011986,1
11395  1000320000000175,356,11395  1356,000000011987,1
11395  1000320000000175,358,11395  1358,000000011988,1
11395  1000320000000175,362,11395  1362,000000011989,1
11395  1000320000000175,363,11395  1363,000000011990,1
11395  1000320000000175,376,11395  1376,000000011991,1
11395  1000320000000175,379,11395  1379,000000011992,1
11395  1000320000000175,380,11395  1380,000000011993,1
11395  1000320000000175,381,11395  1381,000000011994,1
11395  1000320000000175,383,11395  1383,000000011995,1
11395  1000320000000175,384,11395  1384,000000011996,1
11395  1000320000000175,385,11395  1385,000000011997,1
11395  1000320000000175,386,11395  1386,000000011998,1
11395  1000320000000175,387,11395  1387,000000011999,1
11395  1000320000000175,391,11395  1391,000000012000,1
11395  1000320000000175,392,11395  1392,000000012001,1
11395  1000320000000175,394,11395  1394,000000012002,1
11395  1000320000000175,395,11395  1395,000000012003,1
11395  1000320000000175,396,11395  1396,000000012004,1
11395  1000320000000175,397,11395  1397,000000012005,1
11395  1000320000000175,398,11395  1398,000000012006,1
11395  1000320000000175,399,11395  1399,000000012007,1
11395  1000320000000175,404,11395  1404,000000012008,1
11395  1000320000000175,406,11395  1406,000000012009,1
11395  1000320000000175,408,11395  1408,000000012010,1
11395  1000320000000175,411,11395  1411,000000012011,1
11395  1000320000000175,412,11395  1412,000000012012,1
11395  1000320000000175,413,11395  1413,000000012013,1
11395  1000320000000175,414,11395  1414,000000012014,1
11395  1000320000000175,417,11395  1417,000000012015,1
11395  1000320000000175,420,11395  1420,000000012016,1
11395  1000320000000175,425,11395  1425,000000012017,1
11395  1000320000000175,427,11395  1427,000000012018,1
11395  1000320000000175,428,11395  1428,000000012019,1
11395  1000320000000175,429,11395  1429,000000012020,1
11395  1000320000000175,432,11395  1432,000000012021,1
11395  1000320000000175,433,11395  1433,000000012022,1
11395  1000320000000175,434,11395  1434,000000012023,1
11395  1000320000000175,435,11395  1435,000000012024,1
11395  1000320000000175,438,11395  1438,000000012025,1
11395  1000320000000175,441,11395  1441,000000012026,1
11395  1000320000000175,442,11395  1442,000000012027,1
11395  1000320000000175,444,11395  1444,000000012028,1
11395  1000320000000175,446,11395  1446,000000012029,1
11395  1000320000000175,448,11395  1448,000000012030,1
11395  1000320000000175,450,11395  1450,000000012031,1
11395  1000320000000175,451,11395  1451,000000012032,1
11395  1000320000000175,456,11395  1456,000000012033,1
11395  1000320000000175,460,11395  1460,000000012034,1
11395  1000320000000175,462,11395  1462,000000012035,1
11395  1000320000000175,463,11395  1463,000000012036,1
11395  1000320000000175,464,11395  1464,000000012037,1
11395  1000320000000175,466,11395  1466,000000012038,1
11395  1000320000000175,468,11395  1468,000000012039,1
11395  1000320000000175,469,11395  1469,000000012040,1
11395  1000320000000175,472,11395  1472,000000012041,1
11395  1000320000000175,473,11395  1473,000000012042,1
11395  1000330000000176,484,11395  1484,000000012043,1
11395  1000330000000176,485,11395  1485,000000012044,1
11395  1000330000000176,487,11395  1487,000000012045,1
11395  1000330000000176,492,11395  1492,000000012046,1
11395  1000330000000176,496,11395  1496,000000012047,1
11395  1000330000000176,497,11395  1497,000000012048,1
11395  1000330000000176,498,11395  1498,000000012049,1
11395  1000330000000176,499,11395  1499,000000012050,1
11395  1000330000000176,500A,11395  1500A,000000012051,1
11395  1000330000000176,501,11395  1501,000000012052,1
11395  1000330000000176,502,11395  1502,000000012053,1
11395  1000330000000176,507,11395  1507,000000012054,1
11395  1000330000000176,508,11395  1508,000000012055,1
11395  1000330000000176,512,11395  1512,000000012056,1
11395  1000330000000176,521,11395  1521,000000012057,1
11395  1000330000000176,522,11395  1522,000000012058,1
11395  1000330000000176,528,11395  1528,000000012059,1
11395  1000330000000176,529,11395  1529,000000012060,1
11395  1000330000000176,533,11395  1533,000000012061,1
11395  1000330000000176,534,11395  1534,000000012062,1
11395  1000330000000176,537,11395  1537,000000012063,1
11395  1000330000000176,542,11395  1542,000000012064,1
11395  1000330000000176,544,11395  1544,000000012065,1
11395  1000330000000176,547,11395  1547,000000012066,1
11395  1000330000000176,552,11395  1552,000000012067,1
11395  1000330000000176,561,11395  1561,000000012068,1
11395  1000330000000176,566,11395  1566,000000012069,1
11395  1000330000000176,568,11395  1568,000000012070,1
11395  1000330000000176,569,11395  1569,000000012071,1
11395  1000330000000176,570,11395  1570,000000012072,1
11395  1000330000000176,573,11395  1573,000000012073,1
11395  1000330000000176,574,11395  1574,000000012074,1
11395  1000330000000176,576,11395  1576,000000012075,1
11395  1000330000000176,577,11395  1577,000000012076,1
11395  1000330000000176,578,11395  1578,000000012077,1
11395  1000330000000176,582,11395  1582,000000012078,1
11395  1000330000000176,585,11395  1585,000000012079,1
11395  1000330000000176,589,11395  1589,000000012080,1
11395  1000330000000176,590,11395  1590,000000012081,1
11395  1000330000000176,601,11395  1601,000000012082,1
11395  1000330000000176,603,11395  1603,000000012083,1
11395  1000330000000176,605,11395  1605,000000012084,1
11395  1000330000000176,611,11395  1611,000000012085,1
11395  1000330000000176,612,11395  1612,000000012086,1
11395  1000330000000176,620,11395  1620,000000012087,1
11395  1000330000000176,624,11395  1624,000000012088,1
11395  1000330000000176,632,11395  1632,000000012089,1
11395  1000330000000176,633,11395  1633,000000012090,1
11395  1000330000000176,634,11395  1634,000000012091,1
11395  1000330000000176,635,11395  1635,000000012092,1
11395  1000330000000176,636,11395  1636,000000012093,1
11395  1000330000000176,638,11395  1638,000000012094,1
11395  1000330000000176,639,11395  1639,000000012095,1
11395  1000330000000176,645,11395  1645,000000012096,1
11395  1000330000000176,653,11395  1653,000000012097,1
11395  1000330000000176,654,11395  1654,000000012098,1
11395  1000330000000176,655,11395  1655,000000012099,1
11395  1000330000000176,656,11395  1656,000000012100,1
11395  1000330000000176,658,11395  1658,000000012101,1
11395  1000330000000176,659,11395  1659,000000012102,1
11395  1000330000000176,660,11395  1660,000000012103,1
11395  1000330000000176,662,11395  1662,000000012104,1
11395  1000330000000176,663,11395  1663,000000012105,1
11395  1000330000000176,664,11395  1664,000000012106,1
11395  1000330000000176,667,11395  1667,000000012107,1
11395  1000330000000176,672,11395  1672,000000012108,1
11395  1000330000000176,673,11395  1673,000000012109,1
11395  1000330000000176,676,11395  1676,000000012110,1
11395  1000330000000176,677,11395  1677,000000012111,1
11395  1000330000000176,678,11395  1678,000000012112,1
11395  1000330000000176,680,11395  1680,000000012113,1
11395  1000330000000176,684,11395  1684,000000012114,1
11395  1000330000000176,685,11395  1685,000000012115,1
11395  1000330000000176,686,11395  1686,000000012116,1
11395  1000330000000176,687,11395  1687,000000012117,1
11395  1000330000000176,690,11395  1690,000000012118,1
11395  1000330000000176,692,11395  1692,000000012119,1
11395  1000330000000176,695,11395  1695,000000012120,1
11395  1000340000000177,696,11395  1696,000000012195,1
11395  1000340000000177,698,11395  1698,000000012196,1
11395  1000340000000177,702,11395  1702,000000012197,1
11395  1000340000000177,703,11395  1703,000000012198,1
11395  1000340000000177,705,11395  1705,000000012199,1
11395  1000340000000177,708,11395  1708,000000012200,1
11395  1000340000000177,710,11395  1710,000000012201,1
11395  1000340000000177,716,11395  1716,000000012202,1
11395  1000340000000177,719,11395  1719,000000012203,1
11395  1000340000000177,721,11395  1721,000000012204,1
11395  1000340000000177,723,11395  1723,000000012205,1
11395  1000340000000177,726,11395  1726,000000012206,1
11395  1000340000000177,727,11395  1727,000000012207,1
11395  1000340000000177,733,11395  1733,000000012208,1
11395  1000340000000177,734,11395  1734,000000012209,1
11395  1000340000000177,736,11395  1736,000000012210,1
11395  1000340000000177,748,11395  1748,000000012211,1
11395  1000340000000177,749,11395  1749,000000012212,1
11395  1000340000000177,750,11395  1750,000000012213,1
11395  1000340000000177,756,11395  1756,000000012214,1
11395  1000340000000177,759,11395  1759,000000012215,1
11395  1000340000000177,760,11395  1760,000000012216,1
11395  1000340000000177,761,11395  1761,000000012217,1
11395  1000340000000177,762,11395  1762,000000012218,1
11395  1000340000000177,764,11395  1764,000000012219,1
11395  1000340000000177,765,11395  1765,000000012220,1
11395  1000340000000177,766,11395  1766,000000012221,1
11395  1000340000000177,768,11395  1768,000000012222,1
11395  1000340000000177,769,11395  1769,000000012223,1
11395  1000340000000177,770,11395  1770,000000012224,1
11395  1000340000000177,771,11395  1771,000000012225,1
11395  1000340000000177,772,11395  1772,000000012226,1
11395  1000340000000177,773,11395  1773,000000012227,1
11395  1000340000000177,774,11395  1774,000000012228,1
11395  1000340000000177,776,11395  1776,000000012229,1
11395  1000340000000177,777,11395  1777,000000012230,1
11395  1000340000000177,778,11395  1778,000000012231,1
11395  1000340000000177,779,11395  1779,000000012232,1
11395  1000340000000177,781,11395  1781,000000012233,1
11395  1000340000000177,782,11395  1782,000000012234,1
11395  1000340000000177,783,11395  1783,000000012235,1
11395  1000340000000177,786,11395  1786,000000012236,1
11395  1000340000000177,787,11395  1787,000000012237,1
11395  1000340000000177,788,11395  1788,000000012238,1
11395  1000340000000177,789,11395  1789,000000012239,1
11395  1000340000000177,792,11395  1792,000000012240,1
11395  1000340000000177,795,11395  1795,000000012241,1
11395  1000340000000177,797,11395  1797,000000012242,1
11395  1000340000000177,802,11395  1802,000000012243,1
11395  1000340000000177,803,11395  1803,000000012244,1
11395  1000340000000177,805,11395  1805,000000012245,1
11395  1000340000000177,806,11395  1806,000000012246,1
11395  1000340000000177,808,11395  1808,000000012247,1
11395  1000340000000177,809,11395  1809,000000012248,1
11395  1000340000000177,810,11395  1810,000000012249,1
11395  1000340000000177,811,11395  1811,000000012250,1
11395  1000340000000177,813,11395  1813,000000012251,1
11395  1000340000000177,814,11395  1814,000000012252,1
11395  1000340000000177,817,11395  1817,000000012253,1
113100 1000070000000359,12,113100 112,000000012313,1
113100 1000070000000359,23,113100 123,000000012314,1
113100 1000070000000359,40,113100 140,000000012315,1
113100 1000070000000359,47,113100 147,000000012316,1
113100 1000070000000359,47A,113100 147A,000000012317,1
113100 1000070000000359,48,113100 148,000000012318,1
113100 1000070000000359,49,113100 149,000000012319,1
113100 1000070000000359,50,113100 150,000000012320,1
113100 1000070000000359,55,113100 155,000000012321,1
113100 1000070000000359,58,113100 158,000000012322,1
113100 1000070000000359,71,113100 171,000000012323,1
113100 1000070000000359,85,113100 185,000000012324,1
113100 1000070000000359,88,113100 188,000000012325,1
113100 1000070000000359,93,113100 193,000000012326,1
113100 1000070000000359,104,113100 1104,000000012327,1
113100 1000070000000359,110,113100 1110,000000012328,1
113100 1000070000000359,111,113100 1111,000000012329,1
113100 1000070000000359,113,113100 1113,000000012330,1
113100 1000070000000359,115,113100 1115,000000012331,1
113100 1000070000000359,116,113100 1116,000000012332,1
113100 1000070000000359,117,113100 1117,000000012333,1
113100 1000070000000359,118,113100 1118,000000012334,1
113100 1000070000000359,119,113100 1119,000000012335,1
113100 1000070000000359,121,113100 1121,000000012336,1
113100 1000070000000359,123,113100 1123,000000012337,1
113100 1000070000000359,150,113100 1150,000000012338,1
113100 1000070000000359,163,113100 1163,000000012339,1
113100 1000070000000359,164,113100 1164,000000012340,1
113100 1000070000000359,165,113100 1165,000000012341,1
113100 1000070000000359,166,113100 1166,000000012342,1
113100 1000070000000359,168,113100 1168,000000012343,1
113100 1000070000000359,169,113100 1169,000000012344,1
113100 1000070000000359,200,113100 1200,000000012345,1
113100 1000070000000359,203,113100 1203,000000012346,1
113100 1000070000000359,211,113100 1211,000000012347,1
113100 1000070000000359,212,113100 1212,000000012348,1
113100 1000070000000359,213,113100 1213,000000012349,1
113100 1000070000000359,216,113100 1216,000000012350,1
113100 1000070000000359,222,113100 1222,000000012351,1
113100 1000070000000359,224,113100 1224,000000012352,1
113100 1000070000000359,232,113100 1232,000000012353,1
113100 1000070000000359,235,113100 1235,000000012354,1
113100 1000130000000360,237A,113100 1237A,000000012355,1
113100 1000130000000360,260,113100 1260,000000012356,1
113100 1000130000000360,261,113100 1261,000000012357,1
113100 1000130000000360,263,113100 1263,000000012358,1
113100 1000130000000360,266,113100 1266,000000012359,1
113100 1000130000000360,288,113100 1288,000000012360,1
113100 1000130000000360,290,113100 1290,000000012361,1
113100 1000130000000360,295,113100 1295,000000012362,1
113100 1000130000000360,297,113100 1297,000000012363,1
113100 1000130000000360,298,113100 1298,000000012364,1
113100 1000130000000360,302,113100 1302,000000012365,1
113100 1000130000000360,308,113100 1308,000000012366,1
113100 1000130000000360,309,113100 1309,000000012367,1
113100 1000130000000360,313,113100 1313,000000012368,1
113100 1000130000000360,323,113100 1323,000000012369,1
113100 1000130000000360,331,113100 1331,000000012370,1
113100 1000130000000360,337,113100 1337,000000012371,1
113100 1000130000000360,342,113100 1342,000000012372,1
113100 1000130000000360,343,113100 1343,000000012373,1
113100 1000130000000360,354,113100 1354,000000012374,1
113100 1000130000000360,358,113100 1358,000000012375,1
113100 1000130000000360,359,113100 1359,000000012376,1
113100 1000130000000360,360,113100 1360,000000012377,1
113100 1000130000000360,364,113100 1364,000000012378,1
113100 1000130000000360,373,113100 1373,000000012379,1
113100 1000130000000360,375,113100 1375,000000012380,1
113100 1000130000000360,376,113100 1376,000000012381,1
113100 1000130000000360,400,113100 1400,000000012382,1
113100 1000130000000360,402,113100 1402,000000012383,1
113100 1000130000000360,404,113100 1404,000000012384,1
113100 1000130000000360,405,113100 1405,000000012385,1
113100 1000130000000360,406,113100 1406,000000012386,1
113100 1000130000000360,409,113100 1409,000000012387,1
113100 1000130000000360,411,113100 1411,000000012388,1
113100 1000130000000360,413,113100 1413,000000012389,1
113100 1000130000000360,427,113100 1427,000000012390,1
113100 1000130000000360,430,113100 1430,000000012391,1
113100 1000130000000360,434,113100 1434,000000012392,1
113100 1000130000000360,440,113100 1440,000000012393,1
113100 1000130000000360,441,113100 1441,000000012394,1
113100 1000130000000360,499,113100 1499,000000012395,1
113100 1000130000000360,507,113100 1507,000000012396,1
113104 1000120000000192,2,113104 12,000000012457,1
113104 1000120000000192,22,113104 122,000000012458,1
113104 1000120000000192,28,113104 128,000000012459,1
113104 1000120000000192,29,113104 129,000000012460,1
113104 1000120000000192,30,113104 130,000000012461,1
113104 1000120000000192,31,113104 131,000000012462,1
113104 1000120000000192,33,113104 133,000000012463,1
113104 1000120000000192,38,113104 138,000000012464,1
113104 1000120000000192,44,113104 144,000000012465,1
113104 1000120000000192,50,113104 150,000000012466,1
113104 1000120000000192,60,113104 160,000000012467,1
113104 1000120000000192,61,113104 161,000000012468,1
113104 1000120000000192,62,113104 162,000000012469,1
113104 1000120000000192,75,113104 175,000000012470,1
113104 1000120000000192,89,113104 189,000000012471,1
113104 1000120000000192,90,113104 190,000000012472,1
113104 1000120000000192,102,113104 1102,000000012473,1
113104 1000120000000192,104,113104 1104,000000012474,1
113104 1000120000000192,106,113104 1106,000000012475,1
113104 1000120000000192,108,113104 1108,000000012476,1
113104 1000120000000192,109,113104 1109,000000012477,1
113104 1000120000000192,113,113104 1113,000000012478,1
113104 1000120000000192,116,113104 1116,000000012479,1
113104 1000120000000192,119,113104 1119,000000012480,1
113104 1000060000000193,127,113104 1127,000000012481,1
113104 1000060000000193,129,113104 1129,000000012482,1
113104 1000060000000193,130,113104 1130,000000012483,1
113104 1000060000000193,131,113104 1131,000000012484,1
113104 1000060000000193,134,113104 1134,000000012485,1
113104 1000060000000193,136,113104 1136,000000012486,1
113104 1000060000000193,142,113104 1142,000000012487,1
113104 1000060000000193,145,113104 1145,000000012488,1
113104 1000060000000193,146,113104 1146,000000012489,1
113104 1000060000000193,150,113104 1150,000000012490,1
